
/OVRP/100p1v.ovrp	RKO	1	4.924696	4.924696	4.924696	868.472	1000.189
/OVRP/100p3v.ovrp	RKO	1	5.159175	5.159175	5.159175	26.513	100.275
/OVRP/100p3v.ovrp	RKO	1	-24.355063	-24.355063	-24.355063	7.800	100.279
/OVRP/100p3v.ovrp	RKO	1	-53.876257	-53.876257	-53.876257	1.644	100.274
/OVRP/100p3v.ovrp	RKO	1	5.310807	5.310807	5.310807	69.209	100.207
/OVRP/100p3v.ovrp	RKO	1	-24.419556	-24.419556	-24.419556	58.780	100.372
/OVRP/100p3v.ovrp	RKO	1	-53.876257	-53.876257	-53.876257	1.780	100.249
/OVRP/100p3v.ovrp	RKO	1	5.582882	5.582882	5.582882	7.798	10.168
/OVRP/100p3v.ovrp	RKO	1	-24.490588	-24.490588	-24.490588	8.272	10.200
/OVRP/100p3v.ovrp	RKO	1	-53.876257	-53.876257	-53.876257	1.681	10.229
/OVRP/100p3v.ovrp	RKO	1	5.986281	5.986281	5.986281	8.093	10.154
/OVRP/100p3v.ovrp	RKO	1	-24.312791	-24.312791	-24.312791	9.327	10.243
/OVRP/100p3v.ovrp	RKO	1	-53.876257	-53.876257	-53.876257	2.363	10.328
/OVRP/100p3v.ovrp	RKO	1	5.115996	5.115996	5.115996	29.715	30.182
/OVRP/100p3v.ovrp	RKO	1	-24.328908	-24.328908	-24.328908	29.386	30.229
/OVRP/100p3v.ovrp	RKO	1	-53.876257	-53.876257	-53.876257	2.453	30.303
/OVRP/100p3v.ovrp	RKO	1	5.796446	5.796446	5.796446	25.819	30.168
/OVRP/100p3v.ovrp	RKO	1	-24.439781	-24.439781	-24.439781	26.328	30.216
/OVRP/100p3v.ovrp	RKO	1	-53.876257	-53.876257	-53.876257	1.788	30.259
/OVRP/100p3v.ovrp	RKO	1	5.256364	5.256364	5.256364	27.722	30.167
/OVRP/100p3v.ovrp	RKO	1	-24.336284	-24.336284	-24.336284	30.213	30.292
/OVRP/100p3v.ovrp	RKO	1	-53.876257	-53.876257	-53.876257	2.307	30.380
/OVRP/100p1v.ovrp	RKO	1	5.460507	5.460507	5.460507	59.681	100.140
/OVRP/100p3v.ovrp	RKO	1	5.115502	5.115502	5.115502	15.955	100.253
/OVRP/100p5v.ovrp	RKO	1	4.911563	4.911563	4.911563	94.630	100.273
/OVRP/300p1v.ovrp	RKO	1	13.011409	13.011409	13.011409	83.216	103.412
/OVRP/300p3v.ovrp	RKO	1	12.475021	12.475021	12.475021	97.920	102.865
/OVRP/300p5v.ovrp	RKO	1	12.798869	12.798869	12.798869	102.220	103.043
/OVRP/500p1v.ovrp	RKO	1	24.019334	24.019334	24.019334	107.917	111.621
/OVRP/500p3v.ovrp	RKO	1	21.699294	21.699294	21.699294	106.345	110.949
/OVRP/500p5v.ovrp	RKO	1	22.316443	22.316443	22.316443	111.344	111.345
/OVRP/100p1v.ovrp	RKO	1	-6.156733	-6.156733	-6.156733	79.753	100.254
/OVRP/100p3v.ovrp	RKO	1	-6.720129	-6.720129	-6.720129	33.911	100.275
/OVRP/100p5v.ovrp	RKO	1	-6.707225	-6.707225	-6.707225	38.727	100.291
/OVRP/300p1v.ovrp	RKO	1	-22.644924	-22.644924	-22.644924	102.767	102.838
/OVRP/300p3v.ovrp	RKO	1	-22.210138	-22.210138	-22.210138	102.781	103.613
/OVRP/300p5v.ovrp	RKO	1	-22.169154	-22.169154	-22.169154	100.604	103.427
/OVRP/500p1v.ovrp	RKO	1	-34.430991	-34.430991	-34.430991	106.383	110.372
/OVRP/500p3v.ovrp	RKO	1	-34.931952	-34.931952	-34.931952	105.124	107.280
/OVRP/500p5v.ovrp	RKO	1	-34.771598	-34.771598	-34.771598	107.558	108.160
/OVRP/100p1v.ovrp	RKO	1	-24.281570	-24.281570	-24.281570	60.389	100.176
/OVRP/100p3v.ovrp	RKO	1	-24.385216	-24.385216	-24.385216	44.665	100.322
/OVRP/100p5v.ovrp	RKO	1	-24.315936	-24.315936	-24.315936	36.010	100.230
/OVRP/300p1v.ovrp	RKO	1	-74.285985	-74.285985	-74.285985	102.820	103.237
